,signal,class,chunk_num,chunk_start,chunk_end,neighbor_0
84,-1.515892,0,2,30,149,-1.515892
85,-0.213095,0,2,30,149,-0.213095
86,1.144629,0,2,30,149,1.144629
87,0.527203,0,2,30,149,0.527203
88,-1.735394,0,2,30,149,-1.735394
89,-2.371721,0,2,30,149,-2.371721
90,-0.064851,0,2,30,149,-0.064851
91,0.453587,0,2,30,149,0.453587
92,0.355569,0,2,30,149,0.355569
93,-1.375278,0,2,30,149,-1.375278
94,-0.43994,0,2,30,149,-0.43994
95,-1.019827,0,2,30,149,-1.019827
96,0.028862,0,2,30,149,0.028862
97,0.570608,0,2,30,149,0.570608
98,0.180476,0,2,30,149,0.180476
99,0.257199,0,2,30,149,0.257199
100,2.387267,0,2,30,149,2.387267
101,-1.18517,0,2,30,149,-1.18517
102,0.482023,0,2,30,149,0.482023
103,-2.2309,0,2,30,149,-2.2309
104,-1.252977,0,2,30,149,-1.252977
105,-0.141909,0,2,30,149,-0.141909
106,-0.130797,0,2,30,149,-0.130797
107,-0.979575,0,2,30,149,-0.979575
108,-0.319998,0,2,30,149,-0.319998
109,-0.257353,0,2,30,149,-0.257353
110,-0.558938,0,2,30,149,-0.558938
111,-0.566349,0,2,30,149,-0.566349
112,1.005989,0,2,30,149,1.005989
113,0.713789,0,2,30,149,0.713789
114,1.386988,0,2,30,149,1.386988
115,0.763626,0,2,30,149,0.763626
116,-0.698402,0,2,30,149,-0.698402
117,-0.404638,0,2,30,149,-0.404638
118,-0.071766,0,2,30,149,-0.071766
119,2.003789,0,2,30,149,2.003789
120,1.688437,0,2,30,149,1.688437
121,1.042976,0,2,30,149,1.042976
122,-0.224592,0,2,30,149,-0.224592
123,-0.543976,0,2,30,149,-0.543976
124,-0.736877,0,2,30,149,-0.736877
125,-0.282135,0,2,30,149,-0.282135
126,1.41853,0,2,30,149,1.41853
127,1.046902,0,2,30,149,1.046902
128,-0.436017,0,2,30,149,-0.436017
129,-0.064257,0,2,30,149,-0.064257
130,0.397098,0,2,30,149,0.397098
131,-1.408237,0,2,30,149,-1.408237
132,-0.382659,0,2,30,149,-0.382659
133,-0.968034,0,2,30,149,-0.968034
134,-0.041137,0,2,30,149,-0.041137
135,-0.602033,0,2,30,149,-0.602033
136,0.626659,0,2,30,149,0.626659
137,-0.208106,0,2,30,149,-0.208106
138,0.884556,0,2,30,149,0.884556
139,-0.814123,0,2,30,149,-0.814123
140,0.933532,0,2,30,149,0.933532
141,1.353114,0,2,30,149,1.353114
142,1.996927,0,2,30,149,1.996927
143,0.16504,0,2,30,149,0.16504
144,-0.768666,0,2,30,149,-0.768666
145,0.373975,0,2,30,149,0.373975
146,-0.087515,0,2,30,149,-0.087515
147,-0.695446,0,2,30,149,-0.695446
148,-0.198761,0,2,30,149,-0.198761
149,-0.11572,4,3,150,649,-0.11572
150,1.886042,4,3,150,649,1.886042
151,2.684296,4,3,150,649,2.684296
152,3.770835,4,3,150,649,3.770835
153,6.632998,4,3,150,649,6.632998
154,8.599921,4,3,150,649,8.599921
155,4.90301,4,3,150,649,4.90301
156,4.524164,4,3,150,649,4.524164
157,4.249542,4,3,150,649,4.249542
158,3.598137,4,3,150,649,3.598137
159,4.019212,4,3,150,649,4.019212
160,5.87144,4,3,150,649,5.87144
161,2.421071,4,3,150,649,2.421071
162,2.296219,4,3,150,649,2.296219
163,2.491633,4,3,150,649,2.491633
164,5.452973,4,3,150,649,5.452973
165,6.035087,4,3,150,649,6.035087
166,5.461319,4,3,150,649,5.461319
167,3.032088,4,3,150,649,3.032088
168,4.820617,4,3,150,649,4.820617
169,5.839935,4,3,150,649,5.839935
170,1.178489,4,3,150,649,1.178489
171,1.676741,4,3,150,649,1.676741
172,1.018186,4,3,150,649,1.018186
173,3.986556,4,3,150,649,3.986556
174,2.138416,4,3,150,649,2.138416
175,1.543818,4,3,150,649,1.543818
176,5.060383,4,3,150,649,5.060383
177,6.940421,4,3,150,649,6.940421
178,5.692823,4,3,150,649,5.692823
179,5.164051,4,3,150,649,5.164051
180,3.979685,4,3,150,649,3.979685
181,4.447598,4,3,150,649,4.447598
182,2.779903,4,3,150,649,2.779903
183,1.360651,4,3,150,649,1.360651
184,6.901184,4,3,150,649,6.901184
185,4.893827,4,3,150,649,4.893827
186,3.033554,4,3,150,649,3.033554
187,5.642408,4,3,150,649,5.642408
188,4.281325,4,3,150,649,4.281325
189,5.175095,4,3,150,649,5.175095
190,5.713146,4,3,150,649,5.713146
191,3.457225,4,3,150,649,3.457225
192,9.843267,4,3,150,649,9.843267
193,4.232902,4,3,150,649,4.232902
194,3.142739,4,3,150,649,3.142739
195,6.375703,4,3,150,649,6.375703
196,1.887737,4,3,150,649,1.887737
197,0.785546,4,3,150,649,0.785546
198,3.216544,4,3,150,649,3.216544
199,6.171141,4,3,150,649,6.171141
200,4.07975,4,3,150,649,4.07975
201,3.683135,4,3,150,649,3.683135
202,5.737565,4,3,150,649,5.737565
203,3.382676,4,3,150,649,3.382676
204,-0.571684,4,3,150,649,-0.571684
205,6.059406,4,3,150,649,6.059406
206,6.707126,4,3,150,649,6.707126
207,1.898928,4,3,150,649,1.898928
208,1.26705,4,3,150,649,1.26705
209,4.082766,4,3,150,649,4.082766
210,3.753731,4,3,150,649,3.753731
211,1.888695,4,3,150,649,1.888695
212,4.762323,4,3,150,649,4.762323
213,0.452535,4,3,150,649,0.452535
214,3.357323,4,3,150,649,3.357323
215,6.265406,4,3,150,649,6.265406
216,7.1769,4,3,150,649,7.1769
217,5.220126,4,3,150,649,5.220126
218,5.897265,4,3,150,649,5.897265
219,5.66365,4,3,150,649,5.66365
220,4.083393,4,3,150,649,4.083393
221,8.229114,4,3,150,649,8.229114
222,4.977197,4,3,150,649,4.977197
223,5.348242,4,3,150,649,5.348242
224,0.658016,4,3,150,649,0.658016
225,3.806355,4,3,150,649,3.806355
226,0.386133,4,3,150,649,0.386133
227,1.168929,4,3,150,649,1.168929
228,5.365596,4,3,150,649,5.365596
229,6.298403,4,3,150,649,6.298403
230,6.464057,4,3,150,649,6.464057
231,2.546665,4,3,150,649,2.546665
232,4.536121,4,3,150,649,4.536121
233,1.666857,4,3,150,649,1.666857
234,3.192803,4,3,150,649,3.192803
235,0.227093,4,3,150,649,0.227093
236,6.027988,4,3,150,649,6.027988
237,3.467308,4,3,150,649,3.467308
238,3.977071,4,3,150,649,3.977071
239,4.396485,4,3,150,649,4.396485
240,2.883904,4,3,150,649,2.883904
241,0.971416,4,3,150,649,0.971416
242,1.711746,4,3,150,649,1.711746
243,2.549388,4,3,150,649,2.549388
244,6.198098,4,3,150,649,6.198098
245,5.599724,4,3,150,649,5.599724
246,8.210202,4,3,150,649,8.210202
247,1.266751,4,3,150,649,1.266751
248,2.617587,4,3,150,649,2.617587
249,5.228066,4,3,150,649,5.228066
250,7.76409,4,3,150,649,7.76409
251,1.284724,4,3,150,649,1.284724
252,5.74361,4,3,150,649,5.74361
253,4.323416,4,3,150,649,4.323416
254,4.35201,4,3,150,649,4.35201
255,3.592392,4,3,150,649,3.592392
256,3.573011,4,3,150,649,3.573011
257,8.948899,4,3,150,649,8.948899
258,3.45981,4,3,150,649,3.45981
259,2.461024,4,3,150,649,2.461024
260,2.511541,4,3,150,649,2.511541
261,5.227017,4,3,150,649,5.227017
262,1.924839,4,3,150,649,1.924839
263,4.524783,4,3,150,649,4.524783
264,5.574234,4,3,150,649,5.574234
265,0.891812,4,3,150,649,0.891812
266,7.383538,4,3,150,649,7.383538
267,4.593301,4,3,150,649,4.593301
268,4.190041,4,3,150,649,4.190041
269,1.758653,4,3,150,649,1.758653
270,5.017224,4,3,150,649,5.017224
271,2.714286,4,3,150,649,2.714286
272,2.383023,4,3,150,649,2.383023
273,2.861815,4,3,150,649,2.861815
274,5.898895,4,3,150,649,5.898895
275,3.169994,4,3,150,649,3.169994
276,4.379238,4,3,150,649,4.379238
277,5.390463,4,3,150,649,5.390463
278,5.08249,4,3,150,649,5.08249
279,2.644166,4,3,150,649,2.644166
280,4.50119,4,3,150,649,4.50119
281,2.377199,4,3,150,649,2.377199
282,6.771602,4,3,150,649,6.771602
283,3.217086,4,3,150,649,3.217086
284,5.053397,4,3,150,649,5.053397
285,3.519819,4,3,150,649,3.519819
286,4.255176,4,3,150,649,4.255176
287,1.452768,4,3,150,649,1.452768
288,6.270008,4,3,150,649,6.270008
289,5.102175,4,3,150,649,5.102175
290,5.999038,4,3,150,649,5.999038
291,5.089853,4,3,150,649,5.089853
292,2.975657,4,3,150,649,2.975657
293,6.388986,4,3,150,649,6.388986
294,5.642549,4,3,150,649,5.642549
295,8.355737,4,3,150,649,8.355737
296,8.999756,4,3,150,649,8.999756
297,7.126751,4,3,150,649,7.126751
298,2.609261,4,3,150,649,2.609261
299,2.272946,4,3,150,649,2.272946
300,1.470164,4,3,150,649,1.470164
301,1.397054,4,3,150,649,1.397054
302,2.466186,4,3,150,649,2.466186
303,2.588463,4,3,150,649,2.588463
304,3.352837,4,3,150,649,3.352837
305,2.108235,4,3,150,649,2.108235
306,5.302773,4,3,150,649,5.302773
307,2.360892,4,3,150,649,2.360892
308,5.095685,4,3,150,649,5.095685
309,4.809544,4,3,150,649,4.809544
310,5.814586,4,3,150,649,5.814586
311,5.262027,4,3,150,649,5.262027
312,8.256609,4,3,150,649,8.256609
313,4.743019,4,3,150,649,4.743019
314,-0.005368,4,3,150,649,-0.005368
315,2.881905,4,3,150,649,2.881905
316,-0.223727,4,3,150,649,-0.223727
317,3.123199,4,3,150,649,3.123199
318,7.107074,4,3,150,649,7.107074
319,3.328174,4,3,150,649,3.328174
320,5.629711,4,3,150,649,5.629711
321,4.238346,4,3,150,649,4.238346
322,2.701658,4,3,150,649,2.701658
323,1.445344,4,3,150,649,1.445344
324,3.070556,4,3,150,649,3.070556
325,2.224151,4,3,150,649,2.224151
326,4.044157,4,3,150,649,4.044157
327,4.959649,4,3,150,649,4.959649
328,4.015634,4,3,150,649,4.015634
329,2.265305,4,3,150,649,2.265305
330,1.307861,4,3,150,649,1.307861
331,0.777646,4,3,150,649,0.777646
332,0.683129,4,3,150,649,0.683129
333,-0.219817,4,3,150,649,-0.219817
334,1.694739,4,3,150,649,1.694739
335,3.188386,4,3,150,649,3.188386
336,-0.386526,4,3,150,649,-0.386526
337,2.130787,4,3,150,649,2.130787
338,3.611134,4,3,150,649,3.611134
339,-0.991496,4,3,150,649,-0.991496
340,0.811017,4,3,150,649,0.811017
341,-1.314444,4,3,150,649,-1.314444
342,1.975248,4,3,150,649,1.975248
343,3.265604,4,3,150,649,3.265604
344,1.801042,4,3,150,649,1.801042
345,6.7862,4,3,150,649,6.7862
346,6.602321,4,3,150,649,6.602321
347,7.952722,4,3,150,649,7.952722
348,5.810214,4,3,150,649,5.810214
349,5.766737,4,3,150,649,5.766737
350,2.985723,4,3,150,649,2.985723
351,2.465686,4,3,150,649,2.465686
352,3.483399,4,3,150,649,3.483399
353,3.726217,4,3,150,649,3.726217
354,4.483784,4,3,150,649,4.483784
355,3.655513,4,3,150,649,3.655513
356,7.656359,4,3,150,649,7.656359
357,5.292689,4,3,150,649,5.292689
358,5.644857,4,3,150,649,5.644857
359,2.691075,4,3,150,649,2.691075
360,5.343755,4,3,150,649,5.343755
361,4.789894,4,3,150,649,4.789894
362,3.563701,4,3,150,649,3.563701
363,2.259944,4,3,150,649,2.259944
364,1.544854,4,3,150,649,1.544854
365,2.908462,4,3,150,649,2.908462
366,5.610698,4,3,150,649,5.610698
367,4.690837,4,3,150,649,4.690837
368,6.736447,4,3,150,649,6.736447
369,6.341948,4,3,150,649,6.341948
370,3.878339,4,3,150,649,3.878339
371,5.541894,4,3,150,649,5.541894
372,2.008924,4,3,150,649,2.008924
373,5.288923,4,3,150,649,5.288923
374,5.817051,4,3,150,649,5.817051
375,4.613244,4,3,150,649,4.613244
376,5.769998,4,3,150,649,5.769998
377,5.743463,4,3,150,649,5.743463
378,10.098039,4,3,150,649,10.098039
379,5.022372,4,3,150,649,5.022372
380,2.237099,4,3,150,649,2.237099
381,5.873774,4,3,150,649,5.873774
382,2.203346,4,3,150,649,2.203346
383,3.418629,4,3,150,649,3.418629
384,2.781371,4,3,150,649,2.781371
385,3.017907,4,3,150,649,3.017907
386,7.745095,4,3,150,649,7.745095
387,5.030037,4,3,150,649,5.030037
388,0.696096,4,3,150,649,0.696096
389,2.155494,4,3,150,649,2.155494
390,1.890464,4,3,150,649,1.890464
391,3.891634,4,3,150,649,3.891634
392,1.712976,4,3,150,649,1.712976
393,3.702284,4,3,150,649,3.702284
394,5.161461,4,3,150,649,5.161461
395,0.870324,4,3,150,649,0.870324
396,4.003178,4,3,150,649,4.003178
397,5.063348,4,3,150,649,5.063348
398,0.943949,4,3,150,649,0.943949
399,2.306904,4,3,150,649,2.306904
400,0.227534,4,3,150,649,0.227534
401,3.260991,4,3,150,649,3.260991
402,4.832415,4,3,150,649,4.832415
403,4.089435,4,3,150,649,4.089435
404,7.726547,4,3,150,649,7.726547
405,5.059529,4,3,150,649,5.059529
406,6.734356,4,3,150,649,6.734356
407,4.614155,4,3,150,649,4.614155
408,1.457168,4,3,150,649,1.457168
409,-2.643821,4,3,150,649,-2.643821
410,-1.5904,4,3,150,649,-1.5904
411,5.298416,4,3,150,649,5.298416
412,4.716779,4,3,150,649,4.716779
413,4.115575,4,3,150,649,4.115575
414,4.509375,4,3,150,649,4.509375
415,6.283775,4,3,150,649,6.283775
416,1.771103,4,3,150,649,1.771103
417,0.443417,4,3,150,649,0.443417
418,2.944567,4,3,150,649,2.944567
419,2.319029,4,3,150,649,2.319029
420,0.337677,4,3,150,649,0.337677
421,1.298271,4,3,150,649,1.298271
422,2.984142,4,3,150,649,2.984142
423,2.046427,4,3,150,649,2.046427
424,1.067136,4,3,150,649,1.067136
425,5.076522,4,3,150,649,5.076522
426,2.787824,4,3,150,649,2.787824
427,5.050528,4,3,150,649,5.050528
428,-0.463794,4,3,150,649,-0.463794
429,3.407747,4,3,150,649,3.407747
430,2.141835,4,3,150,649,2.141835
431,0.658515,4,3,150,649,0.658515
432,1.250697,4,3,150,649,1.250697
433,5.996656,4,3,150,649,5.996656
434,2.981218,4,3,150,649,2.981218
435,1.807248,4,3,150,649,1.807248
436,7.385589,4,3,150,649,7.385589
437,6.02079,4,3,150,649,6.02079
438,2.616235,4,3,150,649,2.616235
439,1.762273,4,3,150,649,1.762273
440,6.210111,4,3,150,649,6.210111
441,3.712346,4,3,150,649,3.712346
442,-0.055377,4,3,150,649,-0.055377
443,0.828429,4,3,150,649,0.828429
444,2.261205,4,3,150,649,2.261205
445,-0.085888,4,3,150,649,-0.085888
446,1.798777,4,3,150,649,1.798777
447,1.776158,4,3,150,649,1.776158
448,3.126308,4,3,150,649,3.126308
449,4.866924,4,3,150,649,4.866924
450,6.050541,4,3,150,649,6.050541
451,4.76015,4,3,150,649,4.76015
452,0.412398,4,3,150,649,0.412398
453,2.033582,4,3,150,649,2.033582
454,1.957069,4,3,150,649,1.957069
455,3.226744,4,3,150,649,3.226744
456,2.069806,4,3,150,649,2.069806
457,2.239971,4,3,150,649,2.239971
458,2.232486,4,3,150,649,2.232486
459,0.840024,4,3,150,649,0.840024
460,2.093987,4,3,150,649,2.093987
461,2.562925,4,3,150,649,2.562925
462,6.864708,4,3,150,649,6.864708
463,4.826513,4,3,150,649,4.826513
464,4.008852,4,3,150,649,4.008852
465,2.857959,4,3,150,649,2.857959
466,5.702505,4,3,150,649,5.702505
467,7.161373,4,3,150,649,7.161373
468,4.453632,4,3,150,649,4.453632
469,4.619456,4,3,150,649,4.619456
470,1.375192,4,3,150,649,1.375192
471,1.604454,4,3,150,649,1.604454
472,1.561409,4,3,150,649,1.561409
473,5.381308,4,3,150,649,5.381308
474,4.957252,4,3,150,649,4.957252
475,5.555137,4,3,150,649,5.555137
476,4.708012,4,3,150,649,4.708012
477,5.774169,4,3,150,649,5.774169
478,5.234974,4,3,150,649,5.234974
479,4.357221,4,3,150,649,4.357221
480,4.30009,4,3,150,649,4.30009
481,5.624726,4,3,150,649,5.624726
482,5.330049,4,3,150,649,5.330049
483,6.15112,4,3,150,649,6.15112
484,3.723039,4,3,150,649,3.723039
485,3.56743,4,3,150,649,3.56743
486,2.731836,4,3,150,649,2.731836
487,1.304958,4,3,150,649,1.304958
488,5.521706,4,3,150,649,5.521706
489,0.231319,4,3,150,649,0.231319
490,3.004786,4,3,150,649,3.004786
491,1.645553,4,3,150,649,1.645553
492,-1.873686,4,3,150,649,-1.873686
493,3.743229,4,3,150,649,3.743229
494,2.406724,4,3,150,649,2.406724
495,6.903164,4,3,150,649,6.903164
496,5.489461,4,3,150,649,5.489461
497,1.294087,4,3,150,649,1.294087
498,3.131583,4,3,150,649,3.131583
499,4.730412,4,3,150,649,4.730412
500,2.663655,4,3,150,649,2.663655
501,4.643675,4,3,150,649,4.643675
502,3.0198,4,3,150,649,3.0198
503,3.515794,4,3,150,649,3.515794
504,3.555253,4,3,150,649,3.555253
505,4.538695,4,3,150,649,4.538695
506,3.853591,4,3,150,649,3.853591
507,0.434476,4,3,150,649,0.434476
508,1.302072,4,3,150,649,1.302072
509,2.288296,4,3,150,649,2.288296
510,1.231919,4,3,150,649,1.231919
511,1.408765,4,3,150,649,1.408765
512,1.032775,4,3,150,649,1.032775
513,6.327011,4,3,150,649,6.327011
514,3.379658,4,3,150,649,3.379658
515,5.332023,4,3,150,649,5.332023
516,3.217562,4,3,150,649,3.217562
517,1.928848,4,3,150,649,1.928848
518,4.837376,4,3,150,649,4.837376
519,3.38052,4,3,150,649,3.38052
520,2.717619,4,3,150,649,2.717619
521,4.211255,4,3,150,649,4.211255
522,2.441711,4,3,150,649,2.441711
523,4.178774,4,3,150,649,4.178774
524,5.721315,4,3,150,649,5.721315
525,5.245376,4,3,150,649,5.245376
526,8.754169,4,3,150,649,8.754169
527,8.499112,4,3,150,649,8.499112
528,9.994052,4,3,150,649,9.994052
529,7.181472,4,3,150,649,7.181472
530,3.582032,4,3,150,649,3.582032
531,6.011888,4,3,150,649,6.011888
532,4.140165,4,3,150,649,4.140165
533,2.249662,4,3,150,649,2.249662
534,2.984549,4,3,150,649,2.984549
535,4.755414,4,3,150,649,4.755414
536,3.393824,4,3,150,649,3.393824
537,6.382197,4,3,150,649,6.382197
538,3.060326,4,3,150,649,3.060326
539,5.08813,4,3,150,649,5.08813
540,1.85113,4,3,150,649,1.85113
541,4.925271,4,3,150,649,4.925271
542,3.710333,4,3,150,649,3.710333
543,4.975334,4,3,150,649,4.975334
544,2.072132,4,3,150,649,2.072132
545,4.136176,4,3,150,649,4.136176
546,4.644345,4,3,150,649,4.644345
547,3.4048,4,3,150,649,3.4048
548,6.132956,4,3,150,649,6.132956
549,3.007047,4,3,150,649,3.007047
550,5.746877,4,3,150,649,5.746877
551,2.582674,4,3,150,649,2.582674
552,6.902353,4,3,150,649,6.902353
553,9.394421,4,3,150,649,9.394421
554,7.011279,4,3,150,649,7.011279
555,5.831693,4,3,150,649,5.831693
556,3.507878,4,3,150,649,3.507878
557,3.364596,4,3,150,649,3.364596
558,1.996595,4,3,150,649,1.996595
559,2.999418,4,3,150,649,2.999418
560,2.241266,4,3,150,649,2.241266
561,2.180306,4,3,150,649,2.180306
562,2.437532,4,3,150,649,2.437532
563,3.292025,4,3,150,649,3.292025
564,5.765769,4,3,150,649,5.765769
565,6.958019,4,3,150,649,6.958019
566,2.175326,4,3,150,649,2.175326
567,-2.616427,4,3,150,649,-2.616427
568,0.049652,4,3,150,649,0.049652
569,3.281283,4,3,150,649,3.281283
570,4.525228,4,3,150,649,4.525228
571,2.924753,4,3,150,649,2.924753
572,0.1573,4,3,150,649,0.1573
573,0.014187,4,3,150,649,0.014187
574,3.504485,4,3,150,649,3.504485
575,5.147013,4,3,150,649,5.147013
576,5.833092,4,3,150,649,5.833092
577,5.600925,4,3,150,649,5.600925
578,3.305404,4,3,150,649,3.305404
579,4.838473,4,3,150,649,4.838473
580,6.784202,4,3,150,649,6.784202
581,6.145239,4,3,150,649,6.145239
582,3.626289,4,3,150,649,3.626289
583,2.429705,4,3,150,649,2.429705
584,6.181988,4,3,150,649,6.181988
585,3.22136,4,3,150,649,3.22136
586,2.649992,4,3,150,649,2.649992
587,0.870713,4,3,150,649,0.870713
588,0.305397,4,3,150,649,0.305397
589,2.459919,4,3,150,649,2.459919
590,-0.403498,4,3,150,649,-0.403498
591,4.773262,4,3,150,649,4.773262
592,1.023238,4,3,150,649,1.023238
593,0.532613,4,3,150,649,0.532613
594,6.086699,4,3,150,649,6.086699
595,7.122483,4,3,150,649,7.122483
596,3.446245,4,3,150,649,3.446245
597,7.305925,4,3,150,649,7.305925
598,4.474582,4,3,150,649,4.474582
599,2.71304,4,3,150,649,2.71304
600,-1.083929,4,3,150,649,-1.083929
601,3.558136,4,3,150,649,3.558136
602,2.549594,4,3,150,649,2.549594
603,4.112954,4,3,150,649,4.112954
604,4.877225,4,3,150,649,4.877225
605,3.43257,4,3,150,649,3.43257
606,4.21398,4,3,150,649,4.21398
607,5.938254,4,3,150,649,5.938254
608,6.917821,4,3,150,649,6.917821
609,4.121988,4,3,150,649,4.121988
610,3.320859,4,3,150,649,3.320859
611,-0.011698,4,3,150,649,-0.011698
612,4.66367,4,3,150,649,4.66367
613,3.494034,4,3,150,649,3.494034
614,6.861492,4,3,150,649,6.861492
615,4.257282,4,3,150,649,4.257282
616,4.773005,4,3,150,649,4.773005
617,3.611837,4,3,150,649,3.611837
618,0.829802,4,3,150,649,0.829802
619,1.595576,4,3,150,649,1.595576
620,6.338661,4,3,150,649,6.338661
621,7.129574,4,3,150,649,7.129574
622,2.220142,4,3,150,649,2.220142
623,4.220147,4,3,150,649,4.220147
624,2.84275,4,3,150,649,2.84275
625,6.707222,4,3,150,649,6.707222
626,2.658262,4,3,150,649,2.658262
627,5.92221,4,3,150,649,5.92221
628,3.352074,4,3,150,649,3.352074
629,6.088402,4,3,150,649,6.088402
630,3.742976,4,3,150,649,3.742976
631,3.67951,4,3,150,649,3.67951
632,0.982419,4,3,150,649,0.982419
633,2.423416,4,3,150,649,2.423416
634,5.975033,4,3,150,649,5.975033
635,3.059797,4,3,150,649,3.059797
636,3.231467,4,3,150,649,3.231467
637,7.121777,4,3,150,649,7.121777
638,5.48911,4,3,150,649,5.48911
639,8.284161,4,3,150,649,8.284161
640,5.078691,4,3,150,649,5.078691
641,2.290203,4,3,150,649,2.290203
642,3.93754,4,3,150,649,3.93754
643,5.704346,4,3,150,649,5.704346
644,1.033712,4,3,150,649,1.033712
645,3.84449,4,3,150,649,3.84449
646,7.975147,4,3,150,649,7.975147
647,7.079839,4,3,150,649,7.079839
648,8.726206,4,3,150,649,8.726206
649,3.415392,0,4,650,1091,3.415392
650,0.227888,0,4,650,1091,0.227888
651,0.60384,0,4,650,1091,0.60384
652,-1.703343,0,4,650,1091,-1.703343
653,-0.21336,0,4,650,1091,-0.21336
654,-2.69247,0,4,650,1091,-2.69247
655,1.274449,0,4,650,1091,1.274449
656,-0.702176,0,4,650,1091,-0.702176
657,0.436177,0,4,650,1091,0.436177
658,-1.669188,0,4,650,1091,-1.669188
659,0.90643,0,4,650,1091,0.90643
660,0.142262,0,4,650,1091,0.142262
661,0.662728,0,4,650,1091,0.662728
662,0.220861,0,4,650,1091,0.220861
663,-0.201928,0,4,650,1091,-0.201928
664,-1.165636,0,4,650,1091,-1.165636
665,0.547647,0,4,650,1091,0.547647
666,-0.848879,0,4,650,1091,-0.848879
667,-1.871179,0,4,650,1091,-1.871179
668,0.984207,0,4,650,1091,0.984207
669,0.475049,0,4,650,1091,0.475049
670,1.972682,0,4,650,1091,1.972682
671,0.537531,0,4,650,1091,0.537531
672,1.083587,0,4,650,1091,1.083587
673,-0.163827,0,4,650,1091,-0.163827
674,-1.259839,0,4,650,1091,-1.259839
675,-0.295579,0,4,650,1091,-0.295579
676,-1.347762,0,4,650,1091,-1.347762
677,-0.030159,0,4,650,1091,-0.030159
678,-0.777521,0,4,650,1091,-0.777521
679,-1.754722,0,4,650,1091,-1.754722
680,2.271938,0,4,650,1091,2.271938
681,1.288314,0,4,650,1091,1.288314
682,0.568202,0,4,650,1091,0.568202
