class1vectorx,class1vectory,class2vectorx,class2vectory,class3vectorx,class3vectory,class4vectorx,class4vectory,class,,
1.471444421,1.939231966,1.722408051,-0.092815909,-2.063032773,-0.948342859,-1.605765415,1.375075086,A,1.471444421,1.939231966
2.158051992,1.239367448,0.495391959,0.289320067,-0.891347784,-1.218564958,-0.966286577,1.009716648,A,2.158051992,1.239367448
1.238736931,1.91386096,-0.677091683,-1.345327959,-0.690102437,-1.136974441,-1.694879509,2.556010904,A,1.238736931,1.91386096
2.318045917,0.614848086,1.339190031,-2.933136461,-0.720785391,-1.644093162,0.023488194,0.706061163,A,2.318045917,0.614848086
1.347502736,0.85110693,0.627775772,-1.539034454,-0.690046709,0.069296386,-1.545937517,-0.054549061,A,1.347502736,0.85110693
1.452442892,0.483851499,0.714329999,-1.60341005,-2.93433848,-0.915675042,-0.632765664,0.392350168,A,1.452442892,0.483851499
-0.318553819,2.472408072,1.103653028,-2.116955539,-0.998994554,-0.964239558,-1.130957966,1.042009732,A,-0.318553819,2.472408072
0.464739182,1.459233925,0.46360528,0.423103946,-0.030069327,0.257669915,-0.885281721,2.20861882,A,0.464739182,1.459233925
2.252261331,0.509678255,0.442844728,-0.946316515,-0.13034075,-0.371400111,-0.341362761,-1.333774611,A,2.252261331,0.509678255
3.227893392,0.917957143,-0.451767996,-0.034832467,-1.898376924,-2.715790383,-1.474603278,0.014248403,A,3.227893392,0.917957143
0.629110308,0.383468284,0.896034759,0.387797571,-0.881642189,-0.521200403,-0.619917517,0.763449453,A,0.629110308,0.383468284
0.38841984,0.68585501,1.610214412,-0.823219686,-1.593575973,-1.270958921,0.552071901,2.543664968,A,0.38841984,0.68585501
0.285782746,0.601967926,1.35448525,-0.901456783,-0.665445788,-1.317739138,-0.851493092,0.491529059,A,0.285782746,0.601967926
0.5959068,2.513427196,-0.160581519,-2.264926465,-0.691761583,-0.265962255,3.018979017,0.045607517,A,0.5959068,2.513427196
1.416849052,0.715321154,1.920431077,0.469866212,-1.490323773,-1.044746166,-0.354448985,1.198128029,A,1.416849052,0.715321154
0.421810802,0.978601812,1.205779378,-2.253059615,-1.209002664,-2.565186602,-1.328870884,2.40096552,A,0.421810802,0.978601812
1.429926467,0.592730955,1.974355148,1.180239656,-2.04409294,-1.664330361,-0.617714696,-1.654207199,A,1.429926467,0.592730955
0.375100376,-0.445321387,-0.030865846,-0.871179313,-1.18285358,-0.578798949,-1.643903355,3.094114002,A,0.375100376,-0.445321387
0.407959181,0.972537773,0.811528057,1.305261193,-1.142688161,-0.632385469,0.01633667,1.913762484,A,0.407959181,0.972537773
-0.322307066,2.896971268,-0.897015713,-0.966775613,-1.289085733,-1.122563265,-1.140739399,1.692653672,A,-0.322307066,2.896971268
0.986455185,2.136246998,-0.929001791,-0.73519807,-2.079938418,-0.135599562,-0.205696566,-0.378277357,A,0.986455185,2.136246998
1.392768692,1.572395596,0.947123881,-1.492095216,-1.301188727,-0.079067484,-0.812878152,0.477993389,A,1.392768692,1.572395596
-1.022728496,-1.019809867,0.939034495,0.716300075,-0.163850347,-0.819454022,-0.027913297,1.46061081,A,-1.022728496,-1.019809867
3.192717234,1.882649204,-0.204836691,-1.087204982,-1.677677058,-2.335964245,0.216666066,2.269693788,A,3.192717234,1.882649204
2.534743994,-0.621329874,2.349387191,-1.554000372,-0.147652686,-0.910738899,0.009593727,0.981285012,A,2.534743994,-0.621329874
0.864700252,2.124864532,1.296500102,-0.423894611,0.738158042,-0.714559638,-1.655453035,1.367219243,A,0.864700252,2.124864532
0.964944168,0.006748737,0.662963716,-1.450837783,-1.334283445,-0.142137913,-0.308434173,-0.022061001,A,0.964944168,0.006748737
2.66428066,1.796572176,2.071401044,-0.175581604,-0.722566551,-1.134402529,-0.649081848,-0.818987332,A,2.66428066,1.796572176
1.219238584,1.500270963,1.286205278,-2.305630777,-2.365511683,-1.05063263,0.319655379,-0.06750789,A,1.219238584,1.500270963
-0.233716578,1.248235202,-0.068119088,-1.187083579,-1.376805016,-2.440211133,-2.740443052,1.180515174,A,-0.233716578,1.248235202
0.863838328,-0.719992135,0.183369297,-1.203472048,-0.242858131,-0.693727481,-1.239215363,2.876665014,A,0.863838328,-0.719992135
1.517394003,-0.050953035,0.39673102,-0.914924705,0.594646626,-0.619696682,-2.151090991,0.316915171,A,1.517394003,-0.050953035
0.673324699,1.64251223,1.081605072,-1.466672544,-0.819716103,-0.909504176,1.516121095,0.715617266,A,0.673324699,1.64251223
0.349450105,1.052932124,1.5693423,-1.136652572,-1.397285112,-0.235358132,-2.41093185,1.405479099,A,0.349450105,1.052932124
2.330660706,-0.580655278,1.742737917,-2.297340068,0.250388449,-0.12633727,-0.49350439,1.722420713,A,2.330660706,-0.580655278
0.203245912,1.372997543,1.54738251,-0.817800477,-2.065527462,-0.67869227,-1.520599949,0.918112552,A,0.203245912,1.372997543
0.997782268,-1.008574909,0.946407846,-0.977594606,-1.196296036,-1.070229249,-1.244739975,0.903274628,A,0.997782268,-1.008574909
0.677645486,0.747373776,-0.044474009,-0.490478324,-3.433880681,-0.922214471,-2.754866088,2.085160324,A,0.677645486,0.747373776
1.549539013,1.791700024,0.793903885,-0.723523137,-0.198518551,-0.946190285,-0.685629766,1.883120573,A,1.549539013,1.791700024
1.165467806,0.729466164,1.111549248,0.605182154,-1.116210748,0.699845009,-2.04671419,0.603413755,A,1.165467806,0.729466164
2.769275087,2.652015556,-0.358165762,-0.858441525,-0.262765893,-0.623766758,-0.913726673,3.748022163,A,2.769275087,2.652015556
0.305573241,0.585576944,-0.505009262,-1.496513738,-0.250865499,-0.243764131,-1.451485635,1.362976135,A,0.305573241,0.585576944
0.367905579,1.965739965,-1.797605846,-0.735955308,-0.275729573,-0.825752165,-0.896756979,2.118489642,A,0.367905579,1.965739965
0.60328888,2.096463466,0.24004216,-0.008345514,-1.761254827,-1.531087474,-1.520295406,2.548721803,A,0.60328888,2.096463466
0.201154442,-0.01506721,1.439917039,-2.574281354,0.370428707,0.869880468,0.769547588,1.410264906,A,0.201154442,-0.01506721
0.265109981,1.397656987,0.548100995,-0.933259152,-0.026472525,-2.334915297,-0.073314369,-1.351742017,A,0.265109981,1.397656987
0.081486866,1.400083447,1.1982491,-0.907185429,-3.166393893,-1.174376623,0.13521391,2.520828448,A,0.081486866,1.400083447
1.465762238,0.161846761,2.464954297,-1.867780875,-2.616413273,-1.315192742,-1.74906824,-1.214117232,A,1.465762238,0.161846761
0.916399761,1.538996726,1.165599611,-0.956007943,-2.202816551,-2.102780412,-1.430934041,0.717211404,A,0.916399761,1.538996726
1.347870606,0.293760333,1.552223757,-0.125918643,-2.930802431,-1.061900077,1.368849128,1.215985698,A,1.347870606,0.293760333
2.163690493,2.03083823,0.498088526,-1.950190176,-1.825521234,0.896044296,-0.121109247,0.153731216,A,2.163690493,2.03083823
1.911994505,2.714792299,0.988290611,-2.37813692,-2.348252024,0.533149662,-0.864288081,0.898292704,A,1.911994505,2.714792299
0.735742806,1.928205267,2.059435645,0.515587058,1.391359315,0.947953364,0.174657186,0.533943944,A,0.735742806,1.928205267
0.424760728,1.004206514,1.285143589,-1.344844537,-2.028639861,0.106093941,-0.717306461,-0.231262192,A,0.424760728,1.004206514
0.458475109,0.858379535,0.194400818,-0.072256577,-0.780032749,-0.087509811,-1.126427262,0.282865382,A,0.458475109,0.858379535
-0.720760824,-0.149156986,-1.181860573,-1.122830062,-1.427702657,-1.956891124,-2.165769825,2.063115399,A,-0.720760824,-0.149156986
1.685024144,2.129694732,2.492680072,-1.564485179,0.012624183,-1.955002803,-1.754058052,-0.39433684,A,1.685024144,2.129694732
1.780828286,1.581060175,1.646758924,-0.749519521,-1.866592318,-0.840518072,-0.326363083,2.794039083,A,1.780828286,1.581060175
1.998459757,0.242392232,1.030947137,0.244668737,-1.855104124,-1.533898433,-0.105021813,-0.215100928,A,1.998459757,0.242392232
1.645381119,2.385386793,1.292000285,-2.688329624,-1.065169118,-0.814338076,-0.888412294,0.829474602,A,1.645381119,2.385386793
0.25520158,1.915767988,0.827640113,-0.177831985,-3.264966175,-1.752795708,0.673657125,-0.048787947,A,0.25520158,1.915767988
2.047715047,0.407296751,-0.239500825,-1.703539849,-0.05975963,-0.691737847,0.378244945,1.371442396,A,2.047715047,0.407296751
-0.393754513,-0.58131078,2.784949433,-1.033753825,-0.304045356,-1.36576738,-0.973749952,-1.105613813,A,-0.393754513,-0.58131078
0.642695698,2.441295529,-0.290644179,-1.680926794,-2.406805283,0.182101352,-0.448729842,2.178853091,A,0.642695698,2.441295529
1.147234794,0.179061039,1.620512317,0.885792813,-1.572970501,-2.036099231,-2.023462792,1.463070341,A,1.147234794,0.179061039
0.646151102,0.074223047,0.75262031,-2.133923915,-0.681369478,-1.049545311,-3.082260294,1.073864063,A,0.646151102,0.074223047
1.158125387,2.433533673,-0.833224735,-1.745120178,-0.821100918,-1.041479274,-1.547817414,1.170720033,A,1.158125387,2.433533673
1.006745452,2.391364782,0.778569307,-2.937101105,-0.578475603,-0.227875,-0.989361493,0.581244992,A,1.006745452,2.391364782
,,,,,,,,B,2.239604897,-2.350651358
,,,,,,,,B,0.572927651,-1.323122432
,,,,,,,,B,0.424270119,-0.737237848
,,,,,,,,B,1.11750383,1.335079559
,,,,,,,,B,1.1810603,-1.327199037
,,,,,,,,B,2.611647345,-0.103347094
,,,,,,,,B,0.577118057,-0.480749863
,,,,,,,,B,0.396480957,-2.373409948
,,,,,,,,B,3.014195868,-1.713237899
,,,,,,,,B,2.306362413,-1.901488834
,,,,,,,,B,1.616921223,-0.845939777
,,,,,,,,B,0.604603551,-1.115744565
,,,,,,,,B,2.479819639,-1.301797572
,,,,,,,,B,0.877523226,-1.721812036
,,,,,,,,B,0.637948362,-1.210293318
,,,,,,,,B,0.914134072,-1.490615827
,,,,,,,,B,0.861069716,-0.473642716
,,,,,,,,B,-0.209194166,-0.454792547
,,,,,,,,B,1.036368746,-2.145791738
,,,,,,,,B,1.005086192,-2.319311829
,,,,,,,,B,1.059955055,0.402583297
,,,,,,,,B,2.306513536,-1.186933378
,,,,,,,,B,0.854946925,-1.358821882
,,,,,,,,B,0.213693568,0.649804703
,,,,,,,,B,1.962776058,-2.191389421
,,,,,,,,B,2.130812424,-0.453731714
,,,,,,,,B,0.703674558,-1.491200915
,,,,,,,,B,0.004525506,-0.573440217
,,,,,,,,B,0.497431336,-1.470706993
,,,,,,,,B,-0.067278766,-1.422587041
,,,,,,,,B,1.559387572,-0.61522253
,,,,,,,,B,1.496719624,0.215387791
,,,,,,,,B,1.722408051,-0.092815909
,,,,,,,,B,0.495391959,0.289320067
,,,,,,,,B,-0.677091683,-1.345327959
,,,,,,,,B,1.339190031,-2.933136461
,,,,,,,,B,0.627775772,-1.539034454
,,,,,,,,B,0.714329999,-1.60341005
,,,,,,,,B,1.103653028,-2.116955539
,,,,,,,,B,0.46360528,0.423103946
,,,,,,,,B,0.442844728,-0.946316515
,,,,,,,,B,-0.451767996,-0.034832467
,,,,,,,,B,0.896034759,0.387797571
,,,,,,,,B,1.610214412,-0.823219686
,,,,,,,,B,1.35448525,-0.901456783
,,,,,,,,B,-0.160581519,-2.264926465
,,,,,,,,B,1.920431077,0.469866212
,,,,,,,,B,1.205779378,-2.253059615
,,,,,,,,B,1.974355148,1.180239656
,,,,,,,,B,-0.030865846,-0.871179313
,,,,,,,,B,0.811528057,1.305261193
,,,,,,,,B,-0.897015713,-0.966775613
,,,,,,,,B,-0.929001791,-0.73519807
,,,,,,,,B,0.947123881,-1.492095216
,,,,,,,,B,0.939034495,0.716300075
,,,,,,,,B,-0.204836691,-1.087204982
,,,,,,,,B,2.349387191,-1.554000372
,,,,,,,,B,1.296500102,-0.423894611
,,,,,,,,B,0.662963716,-1.450837783
,,,,,,,,B,2.071401044,-0.175581604
,,,,,,,,B,1.286205278,-2.305630777
,,,,,,,,B,-0.068119088,-1.187083579
,,,,,,,,B,0.183369297,-1.203472048
,,,,,,,,B,0.39673102,-0.914924705
,,,,,,,,B,1.081605072,-1.466672544
,,,,,,,,B,1.5693423,-1.136652572
,,,,,,,,B,1.742737917,-2.297340068
,,,,,,,,B,1.54738251,-0.817800477
,,,,,,,,B,0.946407846,-0.977594606
,,,,,,,,B,-0.044474009,-0.490478324
,,,,,,,,B,0.793903885,-0.723523137
,,,,,,,,B,1.111549248,0.605182154
,,,,,,,,B,-0.358165762,-0.858441525
,,,,,,,,B,-0.505009262,-1.496513738
,,,,,,,,B,-1.797605846,-0.735955308
,,,,,,,,B,0.24004216,-0.008345514
,,,,,,,,B,1.439917039,-2.574281354
,,,,,,,,B,0.548100995,-0.933259152
,,,,,,,,B,1.1982491,-0.907185429
,,,,,,,,B,2.464954297,-1.867780875
,,,,,,,,B,1.165599611,-0.956007943
,,,,,,,,B,1.552223757,-0.125918643
,,,,,,,,B,0.498088526,-1.950190176
,,,,,,,,B,0.988290611,-2.37813692
,,,,,,,,B,2.059435645,0.515587058
,,,,,,,,B,1.285143589,-1.344844537
,,,,,,,,B,0.194400818,-0.072256577
,,,,,,,,B,-1.181860573,-1.122830062
,,,,,,,,B,2.492680072,-1.564485179
,,,,,,,,B,1.646758924,-0.749519521
,,,,,,,,B,1.030947137,0.244668737
,,,,,,,,B,1.292000285,-2.688329624
,,,,,,,,B,0.827640113,-0.177831985
,,,,,,,,B,-0.239500825,-1.703539849
,,,,,,,,B,2.784949433,-1.033753825
,,,,,,,,B,-0.290644179,-1.680926794
,,,,,,,,B,1.620512317,0.885792813
,,,,,,,,B,0.75262031,-2.133923915
,,,,,,,,B,-0.833224735,-1.745120178
,,,,,,,,B,0.778569307,-2.937101105
,,,,,,,,C,-0.063574504,-2.177321275
,,,,,,,,C,0.065433412,-0.31461343
,,,,,,,,C,-0.464180599,0.932023097
,,,,,,,,C,-1.087384734,1.588843563
,,,,,,,,C,0.572143775,0.485664607
,,,,,,,,C,-2.288515274,-1.957565734
,,,,,,,,C,-1.624896036,-0.271929233
,,,,,,,,C,-1.799021474,-0.67930308
,,,,,,,,C,-1.836564539,-1.413870239
,,,,,,,,C,-2.46970906,0.212948946
,,,,,,,,C,-1.592901313,-0.702968997
,,,,,,,,C,-1.628329355,-0.981650001
,,,,,,,,C,-1.815523576,-0.942296195
,,,,,,,,C,-2.135542302,-1.259126026
,,,,,,,,C,-3.968224015,-1.46237024
,,,,,,,,C,-0.641846653,-0.522001309
,,,,,,,,C,-1.858046911,-1.003469805
,,,,,,,,C,-2.077991119,-0.787939677
,,,,,,,,C,-1.302172776,-0.371613444
,,,,,,,,C,-0.215386921,-1.637702106
,,,,,,,,C,-1.674392544,-1.51283345
,,,,,,,,C,0.199891899,0.046748691
,,,,,,,,C,-1.632822816,-2.32746744
,,,,,,,,C,0.003665387,-2.248429857
,,,,,,,,C,0.108900669,-0.452437321
,,,,,,,,C,-0.444454209,-0.213682079
,,,,,,,,C,-1.485299524,-1.320602327
,,,,,,,,C,-1.506297021,0.136948411
,,,,,,,,C,-1.489485188,-0.696432671
,,,,,,,,C,-2.988363858,-1.688619917
,,,,,,,,C,0.112787984,-0.607831091
,,,,,,,,C,-1.185373671,-0.439256945
,,,,,,,,C,-2.063032773,-0.948342859
,,,,,,,,C,-0.891347784,-1.218564958
,,,,,,,,C,-0.690102437,-1.136974441
,,,,,,,,C,-0.720785391,-1.644093162
,,,,,,,,C,-0.690046709,0.069296386
,,,,,,,,C,-2.93433848,-0.915675042
,,,,,,,,C,-0.998994554,-0.964239558
,,,,,,,,C,-0.030069327,0.257669915
,,,,,,,,C,-0.13034075,-0.371400111
,,,,,,,,C,-1.898376924,-2.715790383
,,,,,,,,C,-0.881642189,-0.521200403
,,,,,,,,C,-1.593575973,-1.270958921
,,,,,,,,C,-0.665445788,-1.317739138
,,,,,,,,C,-0.691761583,-0.265962255
,,,,,,,,C,-1.490323773,-1.044746166
,,,,,,,,C,-1.209002664,-2.565186602
,,,,,,,,C,-2.04409294,-1.664330361
,,,,,,,,C,-1.18285358,-0.578798949
,,,,,,,,C,-1.142688161,-0.632385469
,,,,,,,,C,-1.289085733,-1.122563265
,,,,,,,,C,-2.079938418,-0.135599562
,,,,,,,,C,-1.301188727,-0.079067484
,,,,,,,,C,-0.163850347,-0.819454022
,,,,,,,,C,-1.677677058,-2.335964245
,,,,,,,,C,-0.147652686,-0.910738899
,,,,,,,,C,0.738158042,-0.714559638
,,,,,,,,C,-1.334283445,-0.142137913
,,,,,,,,C,-0.722566551,-1.134402529
,,,,,,,,C,-2.365511683,-1.05063263
,,,,,,,,C,-1.376805016,-2.440211133
,,,,,,,,C,-0.242858131,-0.693727481
,,,,,,,,C,0.594646626,-0.619696682
,,,,,,,,C,-0.819716103,-0.909504176
,,,,,,,,C,-1.397285112,-0.235358132
,,,,,,,,C,0.250388449,-0.12633727
,,,,,,,,C,-2.065527462,-0.67869227
,,,,,,,,C,-1.196296036,-1.070229249
,,,,,,,,C,-3.433880681,-0.922214471
,,,,,,,,C,-0.198518551,-0.946190285
,,,,,,,,C,-1.116210748,0.699845009
,,,,,,,,C,-0.262765893,-0.623766758
,,,,,,,,C,-0.250865499,-0.243764131
,,,,,,,,C,-0.275729573,-0.825752165
,,,,,,,,C,-1.761254827,-1.531087474
,,,,,,,,C,0.370428707,0.869880468
,,,,,,,,C,-0.026472525,-2.334915297
,,,,,,,,C,-3.166393893,-1.174376623
,,,,,,,,C,-2.616413273,-1.315192742
,,,,,,,,C,-2.202816551,-2.102780412
,,,,,,,,C,-2.930802431,-1.061900077
,,,,,,,,C,-1.825521234,0.896044296
,,,,,,,,C,-2.348252024,0.533149662
,,,,,,,,C,1.391359315,0.947953364
,,,,,,,,C,-2.028639861,0.106093941
,,,,,,,,C,-0.780032749,-0.087509811
,,,,,,,,C,-1.427702657,-1.956891124
,,,,,,,,C,0.012624183,-1.955002803
,,,,,,,,C,-1.866592318,-0.840518072
,,,,,,,,C,-1.855104124,-1.533898433
,,,,,,,,C,-1.065169118,-0.814338076
,,,,,,,,C,-3.264966175,-1.752795708
,,,,,,,,C,-0.05975963,-0.691737847
,,,,,,,,C,-0.304045356,-1.36576738
,,,,,,,,C,-2.406805283,0.182101352
,,,,,,,,C,-1.572970501,-2.036099231
,,,,,,,,C,-0.681369478,-1.049545311
,,,,,,,,C,-0.821100918,-1.041479274
,,,,,,,,C,-0.578475603,-0.227875
,,,,,,,,D,-2.558863318,0.726603844
,,,,,,,,D,0.309690869,1.048045307
,,,,,,,,D,-0.616399849,0.779336256
,,,,,,,,D,-1.367622512,-0.627767071
,,,,,,,,D,-2.801280142,0.249146158
,,,,,,,,D,1.267711495,0.860834492
,,,,,,,,D,-2.171269997,0.543576754
,,,,,,,,D,-1.660561306,1.908050658
,,,,,,,,D,-1.698840026,2.257964437
,,,,,,,,D,0.511029712,-0.438442157
,,,,,,,,D,-0.713289891,1.16795522
,,,,,,,,D,-2.7114922,-0.012475384
,,,,,,,,D,-3.636495574,0.845731263
,,,,,,,,D,-1.762584426,1.046544045
,,,,,,,,D,-0.343344033,2.220418546
,,,,,,,,D,-4.098986798,1.595292648
,,,,,,,,D,0.649876666,1.208036716
,,,,,,,,D,-0.584100193,0.659928918
,,,,,,,,D,-0.967630813,1.840943288
,,,,,,,,D,1.112871492,-0.823608794
,,,,,,,,D,-1.050895509,0.548633917
,,,,,,,,D,-0.90964181,1.169322717
,,,,,,,,D,0.190271292,0.723063146
,,,,,,,,D,0.335899655,2.413189477
,,,,,,,,D,-1.770474507,1.000537495
,,,,,,,,D,-1.12987538,0.492579044
,,,,,,,,D,-0.67799671,2.047044301
,,,,,,,,D,0.430865189,2.29094847
,,,,,,,,D,-0.88563359,0.810499131
,,,,,,,,D,-0.137921849,2.357098428
,,,,,,,,D,0.224322011,0.647426369
,,,,,,,,D,-0.970003497,-0.733802045
,,,,,,,,D,-1.605765415,1.375075086
,,,,,,,,D,-0.966286577,1.009716648
,,,,,,,,D,-1.694879509,2.556010904
,,,,,,,,D,0.023488194,0.706061163
,,,,,,,,D,-1.545937517,-0.054549061
,,,,,,,,D,-0.632765664,0.392350168
,,,,,,,,D,-1.130957966,1.042009732
,,,,,,,,D,-0.885281721,2.20861882
,,,,,,,,D,-0.341362761,-1.333774611
,,,,,,,,D,-1.474603278,0.014248403
,,,,,,,,D,-0.619917517,0.763449453
,,,,,,,,D,0.552071901,2.543664968
,,,,,,,,D,-0.851493092,0.491529059
,,,,,,,,D,3.018979017,0.045607517
,,,,,,,,D,-0.354448985,1.198128029
,,,,,,,,D,-1.328870884,2.40096552
,,,,,,,,D,-0.617714696,-1.654207199
,,,,,,,,D,-1.643903355,3.094114002
,,,,,,,,D,0.01633667,1.913762484
,,,,,,,,D,-1.140739399,1.692653672
,,,,,,,,D,-0.205696566,-0.378277357
,,,,,,,,D,-0.812878152,0.477993389
,,,,,,,,D,-0.027913297,1.46061081
,,,,,,,,D,0.216666066,2.269693788
,,,,,,,,D,0.009593727,0.981285012
,,,,,,,,D,-1.655453035,1.367219243
,,,,,,,,D,-0.308434173,-0.022061001
,,,,,,,,D,-0.649081848,-0.818987332
,,,,,,,,D,0.319655379,-0.06750789
,,,,,,,,D,-2.740443052,1.180515174
,,,,,,,,D,-1.239215363,2.876665014
,,,,,,,,D,-2.151090991,0.316915171
,,,,,,,,D,1.516121095,0.715617266
,,,,,,,,D,-2.41093185,1.405479099
,,,,,,,,D,-0.49350439,1.722420713
,,,,,,,,D,-1.520599949,0.918112552
,,,,,,,,D,-1.244739975,0.903274628
,,,,,,,,D,-2.754866088,2.085160324
,,,,,,,,D,-0.685629766,1.883120573
,,,,,,,,D,-2.04671419,0.603413755
,,,,,,,,D,-0.913726673,3.748022163
,,,,,,,,D,-1.451485635,1.362976135
,,,,,,,,D,-0.896756979,2.118489642
,,,,,,,,D,-1.520295406,2.548721803
,,,,,,,,D,0.769547588,1.410264906
,,,,,,,,D,-0.073314369,-1.351742017
,,,,,,,,D,0.13521391,2.520828448
,,,,,,,,D,-1.74906824,-1.214117232
,,,,,,,,D,-1.430934041,0.717211404
,,,,,,,,D,1.368849128,1.215985698
,,,,,,,,D,-0.121109247,0.153731216
,,,,,,,,D,-0.864288081,0.898292704
,,,,,,,,D,0.174657186,0.533943944
,,,,,,,,D,-0.717306461,-0.231262192
,,,,,,,,D,-1.126427262,0.282865382
,,,,,,,,D,-2.165769825,2.063115399
,,,,,,,,D,-1.754058052,-0.39433684
,,,,,,,,D,-0.326363083,2.794039083
,,,,,,,,D,-0.105021813,-0.215100928
,,,,,,,,D,-0.888412294,0.829474602
,,,,,,,,D,0.673657125,-0.048787947
,,,,,,,,D,0.378244945,1.371442396
,,,,,,,,D,-0.973749952,-1.105613813
,,,,,,,,D,-0.448729842,2.178853091
,,,,,,,,D,-2.023462792,1.463070341
,,,,,,,,D,-3.082260294,1.073864063
,,,,,,,,D,-1.547817414,1.170720033
,,,,,,,,D,-0.989361493,0.581244992
